Time,Alt (Altitude),Az (Azimuth)
2035-05-09 06:08:09.400,0.04895329114338298,2.3823699068950663
2035-05-09 10:31:16.094,0.27189570579697886,3.3659349294368845
2035-05-09 14:54:22.787,-0.2331060748203895,4.230472000196928
2035-05-09 19:17:29.480,-1.0307251188155604,5.031788526018746
2035-05-09 23:40:36.174,-1.0526382590863128,1.2155588988950148
2035-05-10 04:03:42.867,-0.25379096873301465,2.032639996232239
2035-05-10 08:26:49.561,0.2664021283421265,2.888329410984621
2035-05-10 12:49:56.254,0.06473912193562281,3.8771500865731716
2035-05-10 17:13:02.947,-0.6578800234723587,4.612172625636623
2035-05-10 21:36:09.641,-1.300886614965259,0.10549298071914578
2035-05-11 01:59:16.334,-0.6123157063316893,1.711806049927314
2035-05-11 06:22:23.027,0.09471915163341783,2.4536748845993914
2035-05-11 10:45:29.721,0.25364739555138827,3.45144961743801
2035-05-11 15:08:36.414,-0.2952751538469056,4.289875923676307
2035-05-11 19:31:43.107,-1.0950281586613317,5.144977530115824
2035-05-11 23:54:49.801,-0.9866971198347838,1.3168698906087029
2035-05-12 04:17:56.494,-0.1928695193217438,2.092799845165236
2035-05-12 08:41:03.187,0.2808138175423378,2.9748832843044033
2035-05-12 13:04:09.881,0.016600953233712357,3.9467454394139936
2035-05-12 17:27:16.574,-0.7268296525369031,4.6758306851111255
2035-05-12 21:50:23.267,-1.2832336224745164,0.4072919166052922
2035-05-13 02:13:29.961,-0.5442115692750171,1.7717057049190958
2035-05-13 06:36:36.654,0.1366057218438319,2.5276415950401594
2035-05-13 10:59:43.347,0.22983299242736344,3.5350298793144423
2035-05-13 15:22:50.041,-0.3591161115830235,4.34846104919538
2035-05-13 19:45:56.734,-1.1556823697053062,5.282141102792168
2035-05-14 00:09:03.427,-0.9191003563075865,1.4047255987935503
2035-05-14 04:32:10.121,-0.1340459272327681,2.1543894021861716
2035-05-14 08:55:16.814,0.2892871275682305,3.062567175440003
2035-05-14 13:18:23.507,-0.034812984017316584,4.01390095416272
